,0,p_value
1448458721,0.043741854,0.194280021
1448458736,0.071363312,0.200958017
1448458751,0.15825239,0.165987549
1448458766,0.166032428,0.089816714
1448458781,0.076358655,0.099573944
1448458796,0.021898765,0.350831124
1448458811,0.009871431,0.764351841
1448458826,0.018249248,0.733478681
1448458841,0.055471273,0.740876801
1448458856,0.078370318,0.770214049
1448458871,0.05063141,0.594414207
1448458886,0.038127219,0.603936737
1448458901,0.104226598,0.643442072
1448458916,0.120630927,0.34960371
1448458931,0.043922054,0.493629811
1448458946,0.011212723,0.7266083
1448458961,0.028790154,0.592686292
1448458976,0.070675743,0.246467723
1448458991,0.081095477,0.227848964
1448459006,0.03410981,0.62651687
1448459021,0.027190103,0.50040967
1448459036,0.055024284,0.592994353
1448459051,0.071695094,0.656583661
1448459066,0.083563,0.787862156
1448459081,0.078868961,0.536043794
1448459096,0.083001497,0.310683662
1448459111,0.072427376,0.453512002
1448459126,0.036550443,0.439628823
1448459141,0.032803628,0.403051494
1448459156,0.052132268,0.132287709
1448459171,0.102218302,0.102993313
1448459186,0.128653564,0.082037321
1448459201,0.114435659,0.032767504
1448459216,0.100064498,0.109928751
1448459231,0.067998693,0.183955351
1448459246,0.046735181,0.59088134
1448459261,0.041381962,0.789428766
1448459276,0.019926401,0.779456986
1448459291,0.01515104,0.750849596
1448459306,0.064080208,0.772876722
1448459321,0.127253167,0.792519762
1448459336,0.093596094,0.633786975
1448459351,0.031473677,0.166769853
1448459366,0.052868363,0.37794739
1448459381,0.039737534,0.72608496
1448459396,0.014245076,0.747862217
1448459411,0.049524699,0.113070582
1448459426,0.187338808,0.029523489
1448459441,0.346871827,0.01800308
1448459456,0.313044667,0.008064624
1448459471,0.13913012,0.008637658
1448459486,0.027199472,0.454125181
1448459501,0.011773168,0.645485833
1448459516,0.01878302,0.548840998
1448459531,0.051067154,0.134627297
1448459546,0.143805095,0.03089356
1448459561,0.19983505,0.028737389
1448459576,0.146100705,0.010518777
1448459591,0.158151257,0.062183872
1448459606,0.150810285,0.225069778
1448459621,0.054636058,0.15727148
1448459636,0.022915176,0.687261905
1448459651,0.018374261,0.701380708
1448459666,0.028463081,0.470612871
1448459681,0.074614913,0.301618375
1448459696,0.157262384,0.066342858
